status in ontwerp:,,toelichting status:,,materiaal ID,,ruimte,,productgroep,,NL/Sfb,,Stabu-2,,element,,specificatie,,samen- hang R&F?,,verwijzing eis,,"norm / 
'+' optie",,impact  thema bij '+' optie:,,,,,,toets (status): ,,"toelichting 
status:",,acceptatie Eigen Haard:,,beargumentering/ motivatie:,
actueel,,,,M-24-008,,Gebouw,,24. Trappen en hellingen,,24.11,,23.61,,STEEKTRAP: betonnen steektrap,,"Betonnen steektrap:  
- sterkteklasse minimaal C35/45, volgens constructeur.
- oppervlak bovenkant en overige bekistingszijden klasse B volgens NEN 6722-02, loopvlak binnen voorzien van 2 ribbels. 
- onderzijde vlak en gerold. 
- voorzien van bomen. 
- in lichtgrijs schoon beton
- verankerings- en bevestigingsmiddelen binnen in thermisch verzinkt stalen uitvoering, buiten in roestvast stalen uitvoering,kwaliteit AISI 304. ",,ja,,ID: E-053,,norm,,,,,,,,,,,,,,,
actueel,,,,M-24-009,,Gebouw,,24. Trappen en hellingen,,24.15,,23.42,,BORDESSEN: trapbordessen,,"Betonnen trapbordessen:
- sterkteklasse minimaal C35/45, volgens constructeur. 
- oppervlak bovenkant en overige bekistingszijden klasse B volgens NEN 6722-02. 
- onderzijde vlak en gerold. 
- voorzien van een schrobrand. 
- in lichtgrijze schone beton. 
- oplegvoorzieningen van thermisch verzinkt staal en gepoedercoat, min. laagdikte 60 µm (binnen). ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-24-010,,Gebouw,,24. Trappen en hellingen,,24.31,,32.31,,LADDERS EN KLIMIJZERS: ladder (bestaande bouw),,"Ladder:
- t.p.v. de dakluiken (bestaande bouw) 
- uitschuifbare aluminium ladder. 
- beugels. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-001,,Gebouw,,27. Daken,,27.22,,24.52,,"DAKEN, HELLENDE DAKEN: dakelementen, hellend dak, enkelschalig: ",,"Dakelementen, hellend dak, enkelschalig: 
- ribben van Europees vuren (NEN 5466-10), kwaliteitsklasse C. - isolatiemateriaal van PIR hardschuim of minerale wol. 
- onderzijde verlijmde houtspaanplaat met witte zichtzijde. - aan binnenzijde waar nodig een dampremmende PE-folie volgens opgave fabrikant/leverancier. 
- aan buitenzijde een mandragende dampdoorlatende gewapende PE-gaatjesfolie. 
- alle benodigde houten oplegregels, nokregels, ruiter en regels t.b.v. ravelingen en aansluitingen boven bouwmuren van Europees vuren (NEN 5466-10), kwaliteitsklasse C. 
- ankers en bevestigingsmiddelen binnen in thermisch verzinkt stalen uitvoering; met de buitenlucht in aanraking komend in roestvast stalen uitvoering, kwaliteit A2. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-002,,Gebouw,,27. Daken,,27.12,,24.52,,"DAKEN, HELLENDE DAKEN: dakelementen, hellend dak, dubbelschalig:",,"Dakelementen, hellend dak, dubbelschalig: 
- ribben van Europees vuren (NEN 5466-10), kwaliteitsklasse C. - aan bovenzijde OSB-plaat, klasse III. 
- aan onderzijde watervast verlijmde houtspaanplaat met witte zichtzijde. 
- aan de binnenzijde waar nodig een dampremmende PE-folie volgens opgave fabrikant/leverancier. 
- alle benodigde houten oplegregels, nokregels, ruiter en regels t.b.v. ravelingen en aansluitingen boven bouwmuren van Europees vuren (NEN 5466-10), kwaliteitsklasse C. 
- ankers en bevestigingsmiddelen binnen in thermisch verzinkt stalen uitvoering; met de buitenlucht in aanraking komend in roestvast stalen uitvoering, kwaliteit A2. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-003,,Gebouw,,27. Daken,,27.22,,24.52,,"DAKEN, HELLENDE DAKEN: dakelementen, hellend dak, sandwich:",,"Dakelementen, hellend dak, sandwich:
- langsribben van Europees vuren (NEN 5466-10), kwaliteitsklasse C. - isolatiemateriaal van PIR hardschuim. 
- aan bovenzijde eventueel OSB-plaat, klasse III. 
- aan onderzijde watervast verlijmde houtspaanplaat met witte zichtzijde. 
- aan de binnenzijde waar nodig een dampremmende PE-folie volgens opgave fabrikant/leverancier.
- alle benodigde houten oplegregels, nokregels, ruiter en regels t.b.v. ravelingen en aansluitingen boven bouwmuren van Europees vuren (NEN 5466-10), kwaliteitsklasse C. 
- ankers en bevestigingsmiddelen binnen in thermisch verzinkt stalen uitvoering; met de buitenlucht in aanraking komend in roestvast stalen uitvoering, kwaliteit A2. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-004,,Gebouw,,27. Daken,,47.10,,33.32,,ALGEMEEN: isolatie/ afschotlaag: EPS,,"Isolatie/afschotlaag EPS:
- materiaal: brandvertragend gemodificeerd EPS. 
- PIR.  - 200 SE, t.p.v. dakterrassen e.d. 
- 100 SE, t.p.v. overige dakvlakken. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-005,,Gebouw,,27. Daken,,47.10,,33.32,,ALGEMEEN: isolatie/ afschotlaag: EPS cementgebonden mortel,,"Afschotlaag EPS cementgebonden mortel:
- materiaal: EPS cementgebonden mortel (geschikt voor retentiedaken);
- 1 laag;
- t.p.v. retetentiedaken",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-006,,Gebouw,,27. Daken,,47.10,,33.38,,ALGEMEEN: Aluminium dakrandprofielen en afdekkappen:,,"Aluminium dakrandprofielen en afdekkappen: 
- aluminium profielen in kwaliteit EN AW 6060 T66; gezette profielen in kwaliteit EN AW-5005. 
- gepoedercoat volgens VMRG-kwaliteitseisen in RAL-kleur. 
- bevestigingsmiddelen van roestvast staal, kwaliteit A2. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-007,,Gebouw,,27. Daken,,47.10,,33.38,,ALGEMEEN: Zinken dakrand afwerkingen en afdekkappen: ,,"Zinken dakrand afwerkingen en afdekkappen:  
- van zink, NTZ, dikte 1 mm. 
- bevestigings- middelen van thermisch verzinkt staal. ",,nee,,n.v.t.,, '+' optie,,,,K,B,,,,,,,,,,
actueel,,,,M-27-008,,Gebouw,,27. Daken,,47.11,,33.34,,"DAKAFWERKING, VLAKKE DAK- AFWERKINGEN:  Kunststof:",,"Kunststof dakbedekking:  
- altijd toepassen t.p.v. dakkapellen en losstaande bergingen
- bij voorkeur in compartimenten aanbrengen;
- Voorbehandeling ondergrond: polyetheen, dikte 0,2 mm.
- Losliggende geballaste dakbedekking: - altijd losliggend t.p.v. platte betondaken  -  van EPDM. - dikte 2,5 mm & 2-laags toepassen.
- Mechanisch bevestigde dakbedekking: - altijd mechanisch t.p.v. platte houten daken (met kunststof bevestigingsmiddelen) -  van EPDM. - dikte 2,5 mm & 2-laags toepassen.

Bij toepassing PV-panelen dient de dakbedekking FM approved te zijn.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-009,,Gebouw,,27. Daken,,47.11,,33.33,,"DAKAFWERKING, VLAKKE DAK- AFWERKINGEN: Bitumineus:",,"Bitumineuze dakbedekking: 
- bij voorkeur met recyclaat;
- bij voorkeur in compartimenten aanbrengen;
- voorbehandeling ondergrond: gebitumineerd glasvlies/polyestermat
- Losliggende geballaste dakbedekking: - altijd losliggend t.p.v. platte betondaken  - 1e laag van APP-gemodificeerd gebitumineerde glasvlies + polyestermat MEC 460 P 60. - 2e laag van APP-gemodificeerd gebitumineerde glasvlies + polyestermat MEC, 446 K 14, dikte minimaal 3 mm. 
- Mechanisch bevestigde dakbedekking:  - altijd mechanisch t.p.v. platte houten daken (met kunststof bevestigingsmiddelen)  - 1e laag van gebitumineerde glasvlies + polyestermat MEC 460 P 60. - 2e laag van APP-gemodificeerd gebitumineerde glasvlies + polyestermat MEC 446 K 14, dikte minimaal 3 mm. - bevestigingsmiddelen in RVS uitvoering.

Bij toepassing PV-panelen dient de dakbedekking FM approved te zijn.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-010,,Gebouw,,27. Daken,,47.12,,33.38,,"DAKAFWERKING, GRIND:",,"Ballast/dakaankleding, grind: 
- waar mogelijk hergebruikt materiaal toepassen;
- gewassen grind (ronde kiezel/riviergrind)
- minimale laagdikte volgens 
windbelastingsberekening. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-011,,Gebouw,,27. Daken,,47.12,,33.41,,"DAKAFWERKING, HELLENDE DAK- AFWERKINGEN:  Keramische en betonnen dakpannen ",,"Keramische en betonnen dakpannen: - kiezen voor een standaard leverbare dakpan (om schade bij vervanging eenvoudig te kunnen doen) Toebehoren: - panhaken en schroeven, in roestvast stalen uitvoering, kwaliteit AISI 304. - vogelvides, kunststof (optioneel bij renovaties). - kilgoten en verholen goten van zink. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-012,,Gebouw,,27. Daken,,47.12,,33.41,,"DAKAFWERKING, HELLENDE DAK- AFWERKINGEN:  Keramische en betonnen dakpannen ",,"Keramische en betonnen dakpannen: - indien dakpannen nog niet aan hun einde levensduur zijn, dienen ze, indien mogelijk, te worden hergebruikt.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-013,,Gebouw,,27. Daken,,47.15,,33.38,,"DAKAFWERKING, BELOOPBARE AFWERKINGEN: Betontegels:",,"Betontegels:  
- waar mogelijk hergebruikt materiaal toepassen (niet op zicht daken);
- vlakke tegels voorzien van nokken voor stabiele plaatsing en sleuven t.b.v. de waterafvoer of betontgels op rubberen tegeldragers;
- kleur grijs. 
- afmetingen 500x500 mm of 300x300mm. 
- met comfixelementen op tegeldragers of in hoogte verstelbare dragers. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-27-014,,Gebouw,,27. Daken,,75.11,,33.38,,VALBEVEILIGING,,"Valbeveiligingssyteem:
- met verankeringsvoorzieningen: tussensteunpunten, kabels met voor- en naspaninrichting,veiligheidslijn e.d. 
-of losse ankerpunten, op advies na opstelling dak-RIE",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-28-001,,Gebouw,,28. Hoofddraag- constructie,,28.11,,23.30,,KOLOM-/LIGGER CONSTRUCTIES: betonnen consoles,,"Betonnen consoles: 
- sterkteklasse minimaal C35/45. 
- oppervlak zichtzijden klasse B volgens NEN 6722-02, overige zijden klasse A. 
- in lichtgrijze schone beton. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-28-001,,Gebouw,,28. Hoofddraag- constructie,,28.11,,24.41,,KOLOM-/LIGGER CONSTRUCTIES: brandwerende bekleding liggers en kolommen,,"Vlakke vezelcementplaat, brandwerend:  
- brandwerende plaat van calciumsilicaat, t.b.v. de brandwerende bekleding van liggers en kolommen e.d. 
- onbrandbaar overeenkomstig NEN 6064+w01. 
- dikte volgens opgave fabrikant/leverancier, afhankelijk van de te behalen brandwerendheid. 
- bevestigingsmiddelen in roestvast stalen uitvoering, kwaliteit A2. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-001,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Al het toe te passen hang- en sluitwerk dient te voldoen aan: 
- NEN 5087-13 Inbraakveiligheid van woningen - Bereikbaarheid van gevelelementen: Deuren, ramen en kozijnen. 
- NEN 5096-12 Inbraakwerendheid - Gevelelementen met deuren, ramen, luiken en vaste vullingen - Eisen, 
Classificatie en beproevingsmethoden. 
- EN 16005 Automatische deuren voor voetgangers - Gebruiksveiligheid - Eisen en beproevingsmethoden. 
- weerstandsklasse 2, overeenkomstig NEN 5096-12. 
- het Politie Keurmerk Veilig Wonen® Nieuwbouw Basisnorm. 
- Buva Advies- en keuzebestek Hang- en sluitwerk voor de Woningbouw Categorie huur/koopsector en vrije 
sector W-2A, laatste uitgave. 
Het hierna omschreven hang- en sluitwerk vormt het verlangde basisniveau en behoeft nadere uitwerking 
door de aannemer. 

Sluitplan van Zeiss Ikon op algemene ruimten in Amstelveen en Uithoorn; overige sloten en europrofielcilinders fabrikaat Nemef, Buva of Ivana toepassen volgens sluitplan Eigen Haard. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-002,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Hang- en sluitwerk regio's 1 & 2:
- in afstemming met magazijnbeheerders;
- volgens sluitplannen;
- fabricaat: Zeis, Ikon, Nemef, Ivana & Salto (afhankelijk van wijk/regio).",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-003,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Hang- en sluitwerk regio's 3 & 4:
- in afstemming met magazijnbeheerders;
- volgens sluitplannen;
- fabricaat: Dom, Nemef, Salto & Ivana  (afhankelijk van wijk/regio).",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-004,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Hang- en sluitwerk: hoofdtoegangsdeur appartementencomplex: 1 stuks dubbele profielcilinder SKG***, 3 stuks sleutels per woning. - elektrische sluitplaat Trimec 76-120KL=(gelijkstroom) 12 Volt. - 1 stuks deurdranger Dorma TS 93 DC/SV EN 2-5 (DC/SV = sluitvertraging; EN 2-5 = voor deuren met een maximale breedte van 1,25 meter). 
- 1 stel veiligheidsdeurbeslagschilden met 
kerntrekbeveliging. - in bestaande bouw mag tevens toegepast worden een elektrisch te 
bedienen Cisa oplegslot 11610 12 V/AC, geheel compleet met cilinder en overige zaken. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-005,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Hang- en sluitwerk: hoofdtoegangsdeur naar bergingencluster: 1 stuks deurdranger Dorma TS 93 DC/SV EN 2-5. - 1 stel veiligheidsdeurbeslagschilden met 
kerntrekbeveliging. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-006,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Hang- en sluitwerk: woningtoegangsdeur: U-line kruk met vaste knop. - 1 stuks slijtstrip Compri CA 835. - 1 stuks deurspion chroom 30-50 mm. - 1 stuks rubber deurstop. - 1 stuks briefplaat met veer, aluminium geëloxeerd, voorzien van een binnenplaat met tochtwering, toepassen bij beganegrond deuren met de deur aan de straatzijde. - kierstandhouder (voor nieuwbouw). ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-007,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Hang- en sluitwerk: achterdeur begane grond en balkon: met U-line krukstel. - 1 stuks slijtstrip Compri CA 835. - 1 stuks RVS windhaak, lengte 300 mm + driehoekige deurstop (optioneel). - bij dubbele deuren een balkslot t.b.v. de vaste deur toepassen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-008,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Hang- en sluitwerk: bergingsdeur:  1 stuks dubbele profielcilinder SKG***, gelijksluitend op woning/appartement. - stormketting, thermisch verzinkt, met veer bij buitenberging. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-009,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Hang- en sluitwerk: draairamen, hout: - 3 stuks RVS knopscharnieren 3½"" x 3½"" met nylon lagers en anti-inbraaklippen. - inbouw veiligheidsraamespagnolet met remschaar, met slot afsluitbare raamgreep kleur F1, met bijbehorende nastelbare sluitkommen, of tweepunts raamsluiting AXA 3400-91/92 grijs 77 of wit 68. - tochtstrippen op de stijlen en bovendor-pel Compri CA 409, op de onderdorpel Compri CA 430. - raam- uitzetter AXA 'Elite', artikelnr. 2609- 30 of 31, RVS, lengte 300 mm. - bij stolpramen voor het vaste raam een balkslot toepassen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-010,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Hang- en sluitwerk: draai-/kiepramen, hout:  - draaivalraambeslag, veiligheidsbeslag en remschaar. - meerpuntssluiting met kierstand, ingebouwde blokkering voor gelijktijdige bediening. - raamkruk voor halve profielcilinder. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-011,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Hang- en sluitwerk: klepramen, hout: 2 stuks RVS knopscharnieren 3½ x 3½ met nylon lagers en anti-inbraaklippen. - tochtstrippen op de stijlen en bovendorpel Compri CA 409, op de onderdorpel Compri CA 430. - 1 stuks combisluiting AXA, artikelnr. 2660-20-81, bij ramen breder dan 1 meter 2 st. combisluitingen toepassen. - klepramen begane grond en eerste verdieping voorzien van doorklimbeveiliging en een AXA flexbeveiliger 2680-20-66, een en ander volgens eisen Politie Keurmerk Veilig Wonen. - afstandbedienbare opener en sluiter AXA RV-2900. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-012,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,Hang- en sluitwerk: automatische deurdrangers: - deurdranger met glijarmsysteem. - met openingsdemping en sluitvertraging. - glijarm in hoogte verstelbaar. - instelbare sluitkracht 1-6 volgens NEN_EN 1154:1997/A1:2003. - openingsbereik 180°. ,,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-013,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,46.32,,ALGEMEEN: poedercoating staal,,"poedercoating staal: 
- poedercoating, thermohardende polyesterlak, tweelaags systeem. 
- laagdikte volgens VMRG-eisen. 
- kleur standaard RAL-kleur. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-014,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,46.32,,ALGEMEEN: poedercoating aluminium,,"poedercoating aluminium:
- poedercoating, thermohardende polyesterlak. 
- systeem en laagdikte volgens VMRG-kwaliteitseisen. 
- kleur standaard RAL-kleur. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-015,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.00,,ALGEMEEN: kozijnen,,"Kozijnen: 
Hout voorzien van FSC-keurmerk). Kozijnen, ramen en deuren voorzien van KOMO-kwaliteitsverklaring.  Kozijnen, ramen en deuren dienen te voldoen aan de eisen van PKVW.  Kozijnen, ramen en deuren voorzien van dekkend schildersysteem. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-016,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,34.00,,ALGEMEEN: beglazing,,"Beglazing:
Meerbladig isolerende beglazing, volgens NEN 2608+a01, minimaal HR++ glas. 
Glaslat hardhout, Onderzijde geventileerd",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-017,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,34.00,,ALGEMEEN: beglazing,,"Beglazing:
- circulaire beglazing (minimun van 50%, waar mogelijk meer);
- Meerbladig isolerende beglazing, volgens NEN 2608+a01, minimaal HR++ glas. ",,nee,,n.v.t.,, '+' optie,,,CD,,,,,,,,,,,,
actueel,,,,M-31-018,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.00,,ALGEMEEN: stelkozijnen t.b.v. aluminium en kunststof kozijnen:,,"Stelkozijnen t.b.v. aluminium en kunststof kozijnen:
- van naaldhout, minimaal duurzaamheidsklasse 4, kwaliteitsklasse C, met FSC-keurmerk. 
- van multiplex, tussen- en deklagen van okoumé B/B, verlijming Exterieur 1. 
- rondom voorzien van twee lagen grondverf, totale laagdikte min. 80 µm, zichtzijden dekkend geschilderd. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-019,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.36,,ALGEMEEN: ventilatieroosters in glas/boven kozijn: ,,"Ventilatieroosters in glas/boven kozijn: 
 - van aluminium, met binnen- en buitenrooster. 
- gepoedercoat in RAL-kleur. 
- met uitwisselbare onderdelen zonder demontage van het glas. 
- bediening bij voorkeur d.m.v. stang. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-020,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.36,,ALGEMEEN: ventilatieroosters meterkast (stads- verwarming): ,,"Ventilatieroosters meterkast (stadsverwarming): 
2 witte kunststof roosters. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-021,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,23.30,,ALGEMEEN: betonnen vuilwerk latei,,"Betonnen vuilwerk latei:
- niet in het zicht komende of nader af te werken lateien. 
- sterkteklasse minimaal C35/45. 
- oppervlak ontkiste zijde klasse A volgens NEN 6722-02. 
- in standaard grijze beton. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-022,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,23.30,,ALGEMEEN: betonnen schoonwerk latei,,"Betonnen schoonwerk latei: 
- in het zicht komende lateien. 
- sterkteklasse minimaal C35/45. 
- oppervlak zichtzijden klasse B volgens NEN 6722-02. 
- vellingblok latei, met vellingkanten en schijnvoegen, t.b.v. de in het zicht komende lateien in de wanden van kalkzandsteen vellingblokken. - in lichtgrijze schone beton. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-023,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.38,,ALGEMEEN: toebehoren: lekdorpels en waterslagen,,"Lekdorpels en waterslagen: 
- aluminium profielen in kwaliteit EN AW 6060 T66; gezette profielen in kwaliteit EN AW-5005. 
- dikte 2 mm.
- gepoedercoat volgens VMRG-kwaliteitseisen in RAL
-kleur. - met kopschotten en koppelstukken. 
- voorzien van geluiddempende isolatie. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-024,,"Fietsen- stalling, Scootmobiel- ruimte, Collectieve berging",,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.38,,"ALGEMEEN: toebehoren: schopplaten 
",,"Schopplaten: 
- op alle deuren van fietsenstallingen, scootmobielruimte en berging clusters;
- wanneer elektrische deurdranger aan buitenzije deur toepassen, anders aan beide zijden;
- van roestvast staal, kwaliteit AISI 304. 
- hoogte 600 mm, doorgezet over de 
weldorpel en over de volle deurbreedte. ",,ja,,"ID: E-078, 
E-089 &
 E-099",,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-025,,"Fietsen- stalling, Scootmobiel- ruimte, Collectieve berging, Entree gebouw",,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,30.38,,ALGEMEEN: toebehoren: beschermprofiel,,"Beschermprofielen:  
- op alle deuren van fietsenstallingen, hoofdentrees, scootmobielruimte, berging clusters.
- aluminium hoekprofiel, 3 stuks per 
deurkozijn. 
- hoogte 1200 mm, ingelaten in de 
kozijnstijlen op de uitwendige hoeken. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-026,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,35.35,,ALGEMEEN: natuursteen buitendorpel met neut,,"Natuursteen buitendorpel met neut: 
 - van hardsteen. 
- geprofileerd met ingelijmde neuten en aan bovenzijde hoeken met facetkant.
- onder de buitendeurkozijnen van de algemene ruimten op de begane grond. ",,nee,,n.v.t.,, '+' optie,,,,K,B,,,,,,,,,,
actueel,,,,M-31-027,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,35.44,,ALGEMEEN:  Natuursteen vensterbank van marmercomposiet: ,,"Natuursteen vensterbank van marmercomposiet:   
- van marmercomposiet (96% natuursteen, 4% kunsthars) - dikte 20 mm.  - zichtzijden fijn gezoet. ",,nee,,n.v.t.,, '+' optie,,,,K,B,,,,,,,,,,
actueel,,,,M-31-028,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,35.44,,ALGEMEEN:  Kunststeen vensterbank van composietsteen: ,,"Kunststeen vensterbank van composietsteen:  
- van gegoten composietsteen. 
- dikte 20 mm. 
- zichtzijden glad en strak. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-029,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,35.45,,ALGEMEEN: Kunststeen dorpel met neut van composietsteen: ,,"Kunststeen dorpel met neut van composietsteen: 
van gegoten composietsteen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-030,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,41.63,,ALGEMEEN: Muurafdekkingen: raamdorpel- stenen,,"Raamdorpelstenen, muurafdekkingen: raamdorpelstenen  - van gres/ijzerklinker, geglazuurd, met hoge klik. - afmeting, minimaal 40 mm overstek; bij houten kozijnen laagbouw met verhoogde klik. - einddorpelsteen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-031,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,45.46,,ALGEMEEN: vensterbanken (bestaande bouw): ,,"Vensterbanken (bestaande bouw): 
 - van hout/kunststof samenstelling, rondom voorzien van een melaminelaag in kleur. 
- geprofileerd, met afgeronde zijde. - kopkanten afgeplakt. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-032,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,38.30,,"ALGEMEEN: beweegbare schermen, buiten: rolscherm:",,"Beweegbare schermen, buiten: 
- rolscherm:
- type screens. 
- dakmast met zonnecel en windmeter. 
- bevestigingsmiddelen in roestvast stalen uitvoering, kwaliteit A2. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
